page	left	top	code
6	156	762	  [7] "Adamina"          "Advent Pro"      "Aguafina Script"
6	149	778	[10] "Akronim"
6	149	808	> font.add.google("Lato", "lato")
6	149	825	> font.families()
6	149	854	[1] "sans"         "serif"        "mono"         "wqy-microhei"
6	149	871	[5] "myxkcd"        "consolas"     "lato"
7	149	100	> library(png)
7	149	116	> library(grid)
7	149	133	> library(ggplot2)
7	149	149	> ## download and read an image
7	149	165	> dest <- file.path(tempdir(), "pic.png")
7	149	182	> download.file("http://china-r.org/img/China-R-Logo-trans.png", dest, mode = "wb")
7	149	198	> g <- rasterGrob(readPNG(dest), interpolate = TRUE)
7	149	215	> ## load font and plot
7	149	231	> font.add.google("Lato", "lato")
7	149	248	> ttl <- "\u6b22\u8fce\u5173\u6ce8\u4e2d\u56fd\u0052\u8bed\u8a00\u4f1a\u8bae"
7	149	264	> plt <- ggplot(NULL, aes(x = 1, y = 1)) + xlim(73, 135) + ylim(17, 54) +
7	149	281	+     annotation_custom(g, xmin = 73, xmax = 135, ymin = 17, ymax = 54) +
7	149	297	+     annotate("text", -Inf, -Inf, label = "http://china-r.org", size = 8,
7	149	313	+              family = "lato", fontface = "italic", hjust = -0.1, vjust = -1) +
7	149	330	+     coord_fixed() + ggtitle(ttl) + theme_grey(base_size = 20) +
7	149	346	+     theme(axis.title = element_blank(),
7	149	363	+           plot.title = element_text(family = "wqy-microhei"))
7	149	379	>
7	149	396	> showtext.opts(dpi = 96)
7	149	412	> showtext.auto()
7	149	428	>
7	149	445	> ggsave("showtext-1.png", plt, width = 8.75, height = 5, dpi = 96)
7	149	949	showtext.begin() and showtext.end(). The code outside of these parts will still use the standard
7	149	995	> ## load font
7	149	1012	> dest <- file.path(tempdir(), "xkcd.ttf")
7	149	1028	> download.file("http://simonsoftware.se/other/xkcd.ttf", dest, mode = "wb")
7	149	1045	> font.add("myxkcd", regular = dest)
7	149	1061	>
7	149	1078	> pdf("showtext-2.pdf", 7, 3)
7	149	1094	>
7	149	1110	> set.seed(0)
8	149	100	> p <- runif(1)
8	149	116	> showtext.begin()
8	149	133	> op <- par(family = "myxkcd", mar = c(0.1, 0.1, 3.1, 1.1))
8	149	149	> pie(c(1 - p, p), cex = 1.2, labels = c("Those who understand\nbinary",
8	149	165	+                                        "Those who don't"),
8	149	182	+     col = c("#F8766D", "#00BFC4"), border = NA, radius = 0.9)
8	149	198	> box()
8	149	215	> par(op)
8	149	231	> showtext.end()
8	149	248	> title("There are 10 types of people in the world", font.main = 4)
8	149	264	>
8	149	281	> dev.off()
8	185	767	      We first do some setup work...
8	185	800	      ```{r setup}
8	185	816	      library(knitr)
8	185	833	      library(showtext)
8	185	849	      showtext.opts(dpi = 72)
8	185	866	      opts_chunk$set(fig.width = 7, fig.height = 7, dpi = 72)
8	185	882	      ```
8	185	915	      Then register a font from Google Fonts.
8	185	948	      ```{r fonts, message=FALSE}
8	185	964	      font.add.google("Lobster", "lobster")
8	185	981	      ```
8	185	1014	      Finally we create some fancy plot.
8	185	1047	      ```{r fancy, fig.showtext=TRUE, fig.align='center'}
8	185	1063	      plot(1, pch = 16, cex = 3)
8	185	1079	      text(1, 1.1, "A fancy dot", family = "lobster", col = "steelblue", cex = 3)
8	185	1096	      ```
9	149	499	showtext.begin(), it temporarily replaces the device functions by its own ones, and later restores
